CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;TP_RELAT_AUD;TP_PARECER_DECL;NUM_ITEM_PARECER_DECL;TXT_PARECER_DECL
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;;Declaração dos Diretores sobre as Demonstrações Financeiras;1;Em atendimento ao disposto nos incisos V e VI do artigo 27 da Resolução CVM nº 80, de 29 de março de 2022, os abaixo assinados Diretores da JALLES MACHADO S.A., sociedade por ações de capital aberto, com sede na Cidade de Goianésia, Estado de Goiás, na Fazenda São Pedro, Rodovia GO 080, KM 75,1185, s/n, CEP 76.388-899 inscrita no CNPJ/ME sob nº 02.635.522/0001- 95 ("Companhia"), declaram que reviram, discutiram e concordam com as demonstrações financeiras, individuais e consolidadas, da Companhia referentes exercício findo em 31 de março de 2025.Goianésia, 17 de junho de 2025.OTÁVIO LAGE DE SIQUEIRA FILHODiretor Presidente RODRIGO PENNA DE SIQUEIRADiretor Financeiro e de Relações com Investidores
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;;Declaração dos Diretores sobre o Relatório do Auditor Independente;1;Em atendimento ao disposto nos incisos V e VI do artigo 27 da Resolução CVM nº 80, de 29 de março de 2022, os abaixo assinados Diretores da JALLES MACHADO S.A., sociedade por ações de capital aberto, com sede na Cidade de Goianésia, Estado de Goiás, na Fazenda São Pedro, Rodovia GO 080, KM 185, s/n, CEP 76.388-899 inscrita no CNPJ/ME sob nº 02.635.522/0001- 95 ("Companhia"), declaram que reviram, discutiram e concordam com as opiniões expressas no Relatório da KPMG Auditores Independentes ("KPMG") sobre as Demonstrações Financeiras da Companhia, emitidas nesta data, relativas ao exercício encerrado em 31 de março de 2025.Goianésia, 17 de junho de 2025.OTÁVIO LAGE DE SIQUEIRA FILHODiretor Presidente RODRIGO PENNA DE SIQUEIRADiretor Financeiro e de Relações com Investidores
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;;Parecer do Conselho Fiscal ou Órgão Equivalente;1;PARECER DO CONSELHO FISCALOs membros do Conselho Fiscal da Jalles Machado S.A. ("Companhia"), dentro de suas atribuições e responsabilidades legais, nos termos do artigo 163, incisos II e VII da Lei 6.404/76, procederam à análise das Demonstrações Financeiras individuais e consolidadas e do Relatório Anual da Administração referentes ao exercício social encerrado em 31 de março de 2025 e, com base nas análises efetuadas, nos esclarecimentos prestados pela Administração, e considerando ainda o relatório dos auditores independentes, KPMG Auditores Independentes Ltda., sobre as demonstrações financeiras, bem como os esclarecimentos prestados, concluíram, por unanimidade, que os documentos estão adequadamente apresentados, e opinam favoravelmente pelo seu encaminhamento para deliberação em Assembleia Geral.CONSELHO FISCAL DA JALLES MACHADO S.A.____________________________                                                                 ____________________________Cláudio Oliveira da Silva                                                                        Elvio Franklin Gajardoni Rodrigues____________________________                                                                ____________________________Luiz Fernando Ferraz de Rezende                                                            Edgard Massao Raffaelli
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;;Parecer ou Relatório Resumido, se houver, do Comitê de Auditoria (estatutário ou não);1;PARECER DO COMITÊ DE AUDITORIA ESTATUTÁRIO DA JALLES MACHADO S.A. Os membros do Comitê de Auditoria da Jalles Machado S.A. ("Companhia), CNPJ (MF) nº 02.635.522/0001-95,  no exercício de suas atribuições e responsabilidades legais, conforme previsto no Regimento Interno do Comitê de Auditoria Estatutário, procederam ao exame e análise das Demonstrações Financeiras Individuais e Consolidadas da Companhia, acompanhadas do Parecer dos Auditores Independentes, relativas ao exercício encerrado em 31 de março de 2025, e, considerando as informações prestadas pela administração da Companhia e pela KPMG Auditores Independentes S.S., opinam, por unanimidade, sem qualquer ressalva, que referidos documentos refletem adequadamente, em todos os aspectos relevantes, as posições patrimonial e financeira da Companhia, e recomendam a aprovação dos documentos retro mencionados, nos termos do artigo 9º, Parágrafo único, III da ICVM 481/09, pelos Conselhos de Administração da Companhia, com o posterior encaminhamento e análise deste pela Assembleia Geral Ordinária da Companhia. Goianésia, GO, 11 de junho de 2025. Ronaldo Tomazella Monteiro, Membro Coordenador do Comitê de Auditoria e Presidente da Mesa Sr. Leandro Antonio Marini Pires, Membro do Comitê de Auditoria e Secretário e, Sr. Alexandre Lahóz Mendonça de Barros, Membro do Comitê de Auditoria.Ronaldo Tomazella Monteiro, Membro Leandro Antonio Marini Pires Alexandre Lahóz Mendonça de Barros
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;Sem Ressalva;Relatório do Auditor Independente;1;Aos Acionistas, Conselheiros e Administradores da Jalles Machado S.A.Goianésia - GOOpiniãoExaminamos as demonstrações financeiras individuais e consolidadas da Jalles Machado S.A. (Companhia), identificadas como controladora e consolidado, respectivamente, que compreendem o balanço patrimonial em 31 de março de 2025 e as respectivas demonstrações do resultado, do resultado abrangente, das mutações do patrimônio líquido e dos fluxos de caixa para o exercício findo nessa data, bem como as correspondentes notas explicativas, incluindo as políticas contábeis materiais e outras informações elucidativas.Em nossa opinião, as demonstrações financeiras acima referidas apresentam adequadamente, em todos os aspectos relevantes, a posição patrimonial e financeira, individual e consolidada, da Jalles Machado S.A. em 31 de março de 2025, o desempenho individual e consolidado de suas operações e os seus respectivos fluxos de caixa individuais e consolidados para o exercício findo nessa data, de acordo com as práticas contábeis adotadas no Brasil e com as normas contábeis internacionais (IFRS Accounting Standards) emitidas pelo International Accounting Standards Board (IASB).Base para opiniãoNossa auditoria foi conduzida de acordo com as normas brasileiras e internacionais de auditoria. Nossas responsabilidades, em conformidade com tais normas, estão descritas na seção a seguir intitulada "Responsabilidades dos auditores pela auditoria das demonstrações financeiras individuais e consolidadas". Somos independentes em relação à Companhia e suas controladas, de acordo com os princípios éticos relevantes previstos no Código de Ética Profissional do Contador e nas normas profissionais emitidas pelo Conselho Federal de Contabilidade, e cumprimos com as demais responsabilidades éticas de acordo com essas normas. Acreditamos que a evidência de auditoria obtida é suficiente e apropriada para fundamentar nossa opinião.Principais assuntos de auditoriaPrincipais assuntos de auditoria são aqueles que, em nosso julgamento profissional, foram os mais significativos em nossa auditoria do exercício corrente. Esses assuntos foram tratados no contexto de nossa auditoria das demonstrações financeiras individuais e consolidadas como um todo e na formação de nossa opinião sobre essas demonstrações financeiras individuais e consolidadas e, portanto, não expressamos uma opinião separada sobre esses assuntos.Mensuração dos ativos biológicosVeja as Notas 2.7 g  e 10 das demonstrações financeiras individuais e consolidadasPrincipais assuntos de auditoriaA Companhia mensura os seus ativos biológicos de cana-de-açúcar ao valor justo deduzidos dos custos estimados de venda no momento do corte.O valor justo representa o valor presente de fluxo de caixa estimado para ativos biológicos, que é determinado por meio de aplicação de premissas estabelecidas em modelos de fluxos de caixas descontados, que incluem: a área estimada de colheita, produtividade prevista (toneladas de cana por hectares), quantidade total de açucar recuperável ATR, o valor de kg do Açúcar Total Recuperável (ATR), custos com tratos culturais, custos com colheita e corte, carregamento e transporte, custos de capital, custos de arrendamento e parceria agrícola, impostos e taxa de desconto.Devido às incertezas relacionadas às premissas utilizadas na determinação do valor justo, ao impacto que eventuais mudanças nas premissas teriam nas demonstrações financeiras individuais e consolidadas e à relevância dos montantes de ativos biológicos, consideramos esse assunto significativo em nossa auditoria.Nossos procedimentos de auditoria incluíram, mas não se limitaram a:Como auditoria endereçou esse assunto-Avaliação do desenho dos controles internos chave da Companhia relacionados ao cálculo do valor justo deduzido dos custos estimados de venda dos ativos biológicos-Com o auxílio dos nossos especialistas em finanças corporativas, efetuamos a avaliação da razoabilidade das premissas utilizadas pela Companhia para calcular o valor justo dos ativos biológicos, comparando-as com informações históricas internas e com dados externos observáveis do mercado-Avaliação se as divulgações nas demonstrações financeiras individuais e consolidadas consideram as informações relevantes. Com base nas evidências obtidas por meio dos procedimentos acima resumidos, consideramos aceitável a mensuração do valor justo dos ativos biológicos, assim como as respectivas divulgações, no contexto das demonstrações financeiras individuais e consolidadas tomadas em conjunto, referentes ao exercício findo em 31 de março de 2025.Outros assuntos - Demonstrações do valor adicionadoAs demonstrações individual e consolidada do valor adicionado (DVA) referentes ao exercício findo em 31 de março de 2025, elaboradas sob a responsabilidade da administração da Companhia, e apresentadas como informação suplementar para fins de IFRS, foram submetidas a procedimentos de auditoria executados em conjunto com a auditoria das demonstrações financeiras da Companhia. Para a formação de nossa opinião, avaliamos se essas demonstrações estão conciliadas com as demonstrações financeiras e registros contábeis, conforme aplicável, e se a sua forma e conteúdo estão de acordo com os critérios definidos no Pronunciamento Técnico CPC 09 - Demonstração do Valor Adicionado. Em nossa opinião, essas demonstrações do valor adicionado foram adequadamente elaboradas, em todos os aspectos relevantes, segundo os critérios definidos nesse Pronunciamento Técnico e são consistentes em relação às demonstrações financeiras individuais e consolidadas tomadas em conjunto.Outras informações que acompanham as demonstrações financeiras individuais e consolidadas e o relatório dos auditoresA administração da Companhia é responsável por essas outras informações que compreendem o Relatório da Administração.Nossa opinião sobre as demonstrações financeiras individuais e consolidadas não abrange o Relatório da Administração e não expressamos qualquer forma de conclusão de auditoria sobre esse relatório.Em conexão com a auditoria das demonstrações financeiras individuais e consolidadas, nossa responsabilidade é a de ler o Relatório da Administração e, ao fazê-lo, considerar se esse relatório está, de forma relevante, inconsistente com as demonstrações financeiras ou com nosso conhecimento obtido na auditoria ou, de outra forma, aparenta estar distorcido de forma relevante. Se, com base no trabalho realizado, concluirmos que há distorção relevante no Relatório da Administração, somos requeridos a comunicar esse fato. Não temos nada a relatar a este respeito.Responsabilidades da administração e da governança pelas demonstrações financeiras individuais e consolidadasA administração é responsável pela elaboração e adequada apresentação das demonstrações financeiras individuais e consolidadas de acordo com as práticas contábeis adotadas no Brasil e com as normas internacionais de relatório financeiro (IFRS), emitidas pelo International Accounting Standards Board (IASB), e pelos controles internos que ela determinou como necessários para permitir a elaboração de demonstrações financeiras livres de distorção relevante, independentemente se causada por fraude ou erro.Na elaboração das demonstrações financeiras individuais e consolidadas, a administração é responsável pela avaliação da capacidade de a Companhia continuar operando, divulgando, quando aplicável, os assuntos relacionados com a sua continuidade operacional e o uso dessa base contábil na elaboração das demonstrações financeiras, a não ser que a administração pretenda liquidar a Companhia e suas controladas ou cessar suas operações, ou não tenha nenhuma alternativa realista para evitar o encerramento das operações.Os responsáveis pela governança da Companhia e suas controladas são aqueles com responsabilidade pela supervisão do processo de elaboração das demonstrações financeiras.Responsabilidades dos auditores pel
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;Sem Ressalva;Relatório do Auditor Independente;2;a auditoria das demonstrações financeiras individuais e consolidadasNossos objetivos são obter segurança razoável de que as demonstrações financeiras individuais e consolidadas, tomadas em conjunto, estão livres de distorção relevante, independentemente se causada por fraude ou erro, e emitir relatório de auditoria contendo nossa opinião. Segurança razoável é um alto nível de segurança, mas não uma garantia de que a auditoria realizada de acordo com as normas brasileiras e internacionais de auditoria sempre detectam as eventuais distorções relevantes existentes. As distorções podem ser decorrentes de fraude ou erro e são consideradas relevantes quando, individualmente ou em conjunto, possam influenciar, dentro de uma perspectiva razoável, as decisões econômicas dos usuários tomadas com base nas referidas demonstrações financeiras.Como parte da auditoria realizada de acordo com as normas brasileiras e internacionais de auditoria, exercemos julgamento profissional e mantemos ceticismo profissional ao longo da auditoria. Além disso:-Identificamos e avaliamos os riscos de distorção relevante nas demonstrações financeiras individuais e consolidadas, independentemente se causada por fraude ou erro, planejamos e executamos procedimentos de auditoria em resposta a tais riscos, bem como obtemos evidência de auditoria apropriada e suficiente para fundamentar nossa opinião. O risco de não detecção de distorção relevante resultante de fraude é maior do que o proveniente de erro, já que a fraude pode envolver o ato de burlar os controles internos, conluio, falsificação, omissão ou representações falsas intencionais.-Obtemos entendimento dos controles internos relevantes para a auditoria para planejarmos procedimentos de auditoria apropriados às circunstâncias, mas, não, com o objetivo de expressarmos opinião sobre a eficácia dos controles internos da Companhia e suas controladas.-Avaliamos a adequação das políticas contábeis utilizadas e a razoabilidade das estimativas contábeis e respectivas divulgações feitas pela administração.-Concluímos sobre a adequação do uso, pela administração, da base contábil de continuidade operacional e, com base nas evidências de auditoria obtidas, se existe incerteza relevante em relação a eventos ou condições que possam levantar dúvida significativa em relação à capacidade de continuidade operacional da Companhia e suas controladas. Se concluirmos que existe incerteza relevante, devemos chamar atenção em nosso relatório de auditoria para as respectivas divulgações nas demonstrações financeiras individuais e consolidadas ou incluir modificação em nossa opinião, se as divulgações forem inadequadas. Nossas conclusões estão fundamentadas nas evidências de auditoria obtidas até a data de nosso relatório. Todavia, eventos ou condições futuras podem levar a Companhia e suas controladas a não mais se manterem em continuidade operacional.-Avaliamos a apresentação geral, a estrutura e o conteúdo das demonstrações financeiras, inclusive as divulgações e se as demonstrações financeiras individuais e consolidadas representam as correspondentes transações e os eventos de maneira compatível com o objetivo de apresentação adequada.-Planejamos e executamos a auditoria do grupo para obter evidência de auditoria apropriada e suficiente referente às informações financeiras das entidades ou unidades de negócio do grupo como base para formar uma opinião sobre as demonstrações financeiras do grupo. Somos responsáveis pela direção, supervisão e revisão do trabalho de auditoria executado para os propósitos da auditoria do grupo e, consequentemente, pela opinião de auditoria. Comunicamo-nos com os responsáveis pela governança a respeito, entre outros aspectos, do alcance planejado, da época da auditoria e das constatações significativas de auditoria, inclusive as eventuais deficiências significativas nos controles internos que identificamos durante nossos trabalhos.Fornecemos também aos responsáveis pela governança declaração de que cumprimos com os requisitos éticos pertinentes, de independência, e comunicamos todos os eventuais relacionamentos ou assuntos que poderiam afetar, consideravelmente, nossa independência, incluindo, quando aplicável, as ações tomadas para eliminar as ameaças ou as salvaguardas aplicadas.Dos assuntos que foram objeto de comunicação com os responsáveis pela governança, determinamos aqueles que foram considerados como mais significativos na auditoria das demonstrações financeiras do exercício corrente e que, dessa maneira, constituem os principais assuntos de auditoria. Descrevemos esses assuntos em nosso relatório de auditoria, a menos que lei ou regulamento tenha proibido divulgação pública do assunto, ou quando, em circunstâncias extremamente raras, determinarmos que o assunto não deve ser comunicado em nosso relatório porque as consequências adversas de tal comunicação podem, dentro de uma perspectiva razoável, superar os benefícios da comunicação para o interesse público.Brasília, 17 de junho de 2025.KPMG Auditores Independentes Ltda.CRC SP-014428/F-0Fernando Rogério LianiContador CRC 1SP229193/O-2
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;;Relatório Resumido do Comitê de Auditoria (estatutário, previsto em regulamentação específica da CVM);1;RELATÓRIO ANUAL DO COMITÊ DE AUDITORIA ESTATUTÁRIOO Comitê de Auditoria Estatutário da Jalles Machado S.A. ("CAE" ou "Comitê") é um órgão de caráter permanente instituído em 23 de julho de 2019, vinculado diretamente ao Conselho de Administração da Jalles Machado S.A. ("Companhia"), possui Regimento Interno próprio ("Regimento"), sendo regido pelas regras previstas na legislação e demais regulações brasileiras e dentro das melhores práticas de Governança CorporativaO Comitê iniciou o exercício composto por 3 (três) membros independentes, reelegíveis, com mandato de 2 anos, reeleitos em 25 de julho de 2024, com mandato até 31 de julho de 2026. A Composição atual conta com o Sr. Ronaldo Tomazella Monteiro, Auditor Independente inscrito na CVM (Membro Coordenador do Comitê de Auditoria), Sr. Alexandre Lahóz Mendonça de Barros, Engenheiro Agrônomo (Conselheiro de Administração Independente e Membro do Comitê de Auditoria) e o Sr. Leandro Antonio Marini Pires, Auditor Independente inscrito na CVM (Membro do Comitê de Auditoria).De acordo com Regimento Interno, cabe ao Comitê zelar pela qualidade e integridade das demonstrações financeiras da Jalles Machado S.A. pelo cumprimento das exigências legais e regulamentares, pela atuação, independência e qualidade dos trabalhos das empresas de auditoria independente e da auditoria interna, assim como pela qualidade e efetividade do sistema de controles internos e da administração de riscos. As avaliações do Comitê baseiam-se nas informações recebidas da Administração, dos Auditores Independentes, da auditoria interna, dos responsáveis pelo gerenciamento de riscos e de controles internos, dos gestores dos canais de denúncia e ouvidoria e nas suas próprias análises decorrentes de observação direta.A KPMG AUDITORES INDEPENDENTES ("KPMG") é a empresa de auditoria independente, responsável pela auditoria das demonstrações contábeis, conforme normas profissionais emanadas do Conselho Federal de Contabilidade - CFC - e certos requisitos específicos da Comissão de Valores Mobiliários - CVM. Os Auditores Independentes são igualmente responsáveis pela revisão especial dos informes trimestrais (ITR's) enviados para a Comissão de Valores Mobiliários - CVM. O relatório dos Auditores Independentes reflete o resultado de suas verificações e apresenta a sua opinião a respeito da fidedignidade das demonstrações contábeis do exercício em relação aos princípios de contabilidade oriundos do CFC, em consonância com as normas emitidas pelo International Accounting Standard Board (IASB), normas da Comissão de Valores Mobiliários (CVM) e preceitos da legislação societária brasileira. Com relação ao exercício encerrado em 31 de março de 2025, os referidos Auditores Independentes emitiram relatório, contendo opinião sem ressalvas.O Comitê de Auditoria Estatutário é responsável pela aprovação do Plano Anual de Auditoria Interna, cuja execução é conduzida por uma consultoria externa especializada, contratada com o objetivo de assegurar a independência e a profundidade técnica das avaliações. A Companhia conta com um auditor interno que atua no acompanhamento dos trabalhos, facilitando a interlocução com as áreas auditadas e assegurando o alinhamento com as diretrizes internas. Em constante evolução, este Comitê tem contado desde de seu início com a contratação de diversos especialistas para o desenvolvimento de processos e projetos de Governança, Risco e Compliance, bem como do mapeamento e análise de riscos, controles internos, auditoria interna, programa de integridade em desenvolvimento pela Jalles Machado S.A. com o a estruturação de equipe interna e assessoramento de especialistas, quando necessário, tais como, EY, KPMG, Business Insights & Governance Consultoria (Bigadvising), Áliant (ICTS), Sonar, Grant Thorton,  bem como de Consultorias de especialistas para a emissão de pareceres, tais como, PwC, Brasil Salomão Matthes Advocacia, entre outros. Ainda para estruturação dos órgãos de assessoramento foram autorizadas as aquisições de softwares de apoio e controle,  como o sistema da Nasdaq Inc. para controle das reuniões e o SoftExpert Software S.A. para o GRC. 1) A Companhia:A Jalles Machado S.A. é uma sociedade por ações de capital aberto, registrada na Comissão de Valores Mobiliários (CVM) sob o número 02549-6, em 04 de fevereiro de 2021. As ações da Companhia são negociadas na B3 sob o código de negociação "JALL3" e participa das carteiras teóricas de Índices da B3, como IBRA (índice Brasil Amplo), ICON (índice de Consumo), IGCT (índice de Governança Corporativa Trade), SMLL (índice Small Caps), IGPTW (Índice Great Place to Work), IGC (Índice de Ações com Governança Corporativa Diferenciada),  IAGRO (Índice Agronegócio B3), IGC-NM B3 (Índice de Governança Corporativa - Novo Mercado ) e ITAG B3  (Índice de Ações com Tag Along Diferenciado).O escopo de atuação do Comitê de Auditoria Estatutário compreende a Jalles Machado S.A., e suas controladas: Santa Vitória Açúcar e Álcool Ltda., Jalles Machado Empreendimentos Imobiliários S.A. (incorporada pela Jalles Machado S.A), Purolim S.A. (extinta) e a controlada indireta Jalles Bioenergia S.A. (incorporada pela Santa Vitória Açúcar e Álcool Ltda.). Ressalta-se que a Companhia também possui investimentos reconhecidos pelo resultado de equivalência patrimonial nas suas Coligadas Albioma Codora Energia S.A. e Albioma Esplanada Energia S.A.  As ações da Cia estão distribuídas da seguinte forma: a)Jalles Machado S.A.A Companhia possui duas unidades localizadas no município de Goianésia, Estado de Goiás, região centro-oeste do país. A primeira unidade é denominada Jalles Machado (UJM) e iniciou suas operações em 1983. Atualmente tem capacidade instalada de moagem de 3,3 milhões de toneladas por ano/safra. Nela também se localiza a investida Albioma Esplanada Energia com capacidade de cogeração de 65 MW de energia. A segunda unidade é denominada Otavio Lage (UOL) e iniciou suas operações em 2011. Atualmente, tem capacidade instalada de moagem de 3 milhões de toneladas por ano/safra. Nela também se localiza a investida Albioma Codora Energia com capacidade de cogeração de 75 MW de energia. Também compõe o Grupo a Purolim S.A, que foi criada para fabricação e comercialização de desinfetantes domissanitários Jalles Empreendimentos Imobiliários S.A. (incorporada pela Jalles Machado S.A.), que atuava na atividade de arrendamento mercantil com diversos ativos de produção de açúcar e etanol, arrendados a unidade UOL, a Albioma Codora Energia S.A. e a Esplanada Bioenergia S.A., ainda sem operação, que atuma no mercado de geração de energia.b)Jalles Machado Empreendimentos Imobiliários S.A.A controlada estava sediada na cidade de Goianésia, Estado de Goiás, na Rodovia GO 338, Km 33 à esquerda, Km 03, Zona Rural e tem como objeto social a compra e venda de bens imóveis, a locação de bens imóveis e a administração de bens próprios e foi incorporada pela Jalles Machado S.A. em 28 de fevereiro de 2025.c)Purolim S.A.A controlada sediada na cidade de Goianésia, Estado de Goiás, na Rodovia GO 080, km 75,1, zona rural com o objetivo de melhorar a eficiência operacional foi extinta 1º de fevereiro de 2025.d)Santa Vitória Açúcar e Álcool Ltda.A Santa Vitória Açúcar e Álcool Ltda. inaugurada em 2015, possui um parque industrial moderno, com somente sete anos de operação e capacidade de moagem de 2,7 milhões de toneladas de cana-de-açúcar por safra. A planta industrial tem capacidade de produção de etanol do tipo hidratado combustível e no exercício construiu sua planta industrial para a fabricação de açúcar. Ela fica localizada entre as cidades de Santa Vitória e Perdilândia, na região do Pontal do Triângulo Mineiro, Estado de Minas Gerais. A partir da Safra 2025/2026 irá produzir também energia pela incorporação de sua controlada Jalles Bioenergia. e)Jalles Bioenergia S.A. A Jalles Bioenergia S.A. (ERB MG Energias S.A.), com capacidade instalada de 41,4 MW, que era uma
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;;Relatório Resumido do Comitê de Auditoria (estatutário, previsto em regulamentação específica da CVM);2;unidade de cogeração de energia anexa a usina foi incorporada pela Santa Vitória Açúcar e Álcool Ltda. em 1º de fevereiro de 2025.f)Albioma Codora Energia S.A.A coligada está sediada na cidade de Goianésia, Estado de Goiás, na Rodovia GO 338, km 33, à esquerda km 4, Zona Rural, tem como objeto social a produção e a comercialização de energia elétrica e vapor, além de todos os derivados provenientes da cogeração de energia elétrica.g)Albioma Esplanada Energia S.A.A está sediada na cidade de Goianésia, Estado de Goiás, na Rodovia GO 080, km 75,1, zona rural, no município de Goianésia - GO, tem como objeto social a cogeração e comercialização de energia elétrica e vapor de água, gerados a partir da fonte de biomassa de cana-de-açúcar e matérias-primas complementares, podendo, ainda, praticar outros atos correlatos e afins ao seu objeto social, como a comercialização de "créditos de carbono". A joint venture foi constituída em dezembro de 2017 para receber os ativos da cogeração de energia da Jalles Machado S.A. em decorrência da negociação com a sócia Albioma Participações do Brasil.Os principais produtos das Companhias citadas são: AçúcarA Companhia está em linha com as demais empresas do setor produtor de açúcar branco, contudo com um diferencial perante a grande maioria das empresas, que é o empacotamento e comercialização no atacado, com a marca Itajá. Outro diferencial da Companhia é que a produção do açúcar orgânico Itajá obedece às rígidas normas internacionais de certificação de qualidade, do plantio ao produto final, certificado pelo Instituto Biodinâmico - IBD. Por fim, a indústria ainda é responsável pela produção do açúcar VHP (Very High Polarization), exportado para diversos países. Sua produção é realizada nas unidades Jalles e Codora.EtanolA produção do etanol álcool carburante é dividida em etanol anidro, para mistura na gasolina, e hidratado, para uso direto em motores com a tecnologia flex ou movidos exclusivamente a etanol. Também produz etanol orgânico, de alto valor agregado e utilizado nas indústrias farmacêutica, alcoolquímica, de bebidas, cosméticos e alimentícia. Sua produção é realizada nas unidades Jalles e Codora e a partir de 2022 na unidade Santa Vitória.SaneantesLinha de produtos saneantes para agregar valor ao etanol produzido, dividida entre produtos de limpeza doméstica e de uso profissional, que vão desde álcool líquido e gel, até desinfetantes hospitalares. Sua produção é realizada na unidade Jalles.LeveduraCom o intuito reutilizar a matéria-prima excedente da fermentação alcoólica, a Companhia produz levedura seca comum e produtos autolisados com capacidade instalada para a produção de 22 toneladas/dia. Sua produção é realizada na unidade Jalles.CogeraçãoA Companhia possui planta própria anexa a usina Santa Vitoria com capacidade de cogeração de energia elétrica: 41,4 MW e sociedades com a Albioma Participações do Brasil, nas empresas investidas Albioma Esplanada e Albioma Codora, com participação societária de 40% e 35% em cada uma, respectivamente, gera sua própria energia, a partir do bagaço de cana como fonte de energia térmica, mecânica e elétrica em duas plantas de cogeração com capacidade instalada de geração de 142 MW. BiogásEm 29 de abril de 2025 a Companhia divulgou fato relevante informando que assinou Contrato de Compromisso de Investimentos com a Albioma Participações do Brasil Ltda ("Albioma") e a Albioma Codora Energia S.A. ("ACE"), contendo os termos e condições para viabilizar a produção e comercialização de biometano, obtido por meio da purificação do biogás existente, resultante do processamento da totalidade da vinhaça da cana-de-açúcar produzida na unidade Otávio Lage (UOL).  O fechamento da operação está sujeito ao cumprimento de determinadas condições suspensivas, incluindo, mas não se limitando, à obtenção de financiamento, assinatura de contrato de venda de biometano e aspectos regulatórios. Caso concretizado, o projeto de conversão da produção de biogás em biometano, está previsto para entrar em operação a partir de 2026. A estrutura de operação e financiamento do projeto consistirá em:A estrutura de operação e financiamento do projeto consistirá em: Produção estimada de biometano de até 10 milhões Nm³ por ano  Participações acionárias do projeto: Jalles (49%) e da Albioma (51%)  Financiamento via linha incentivada do BNDES ou equivalente e, Prazo da parceria: Até 31 de dezembro de 2046.2) Atividades do Comitê de Auditoria de 1º de abril de 2024 a 31 de março de 2025:De 1º abril de 2024 (incluindo neste período a reunião ordinária do CAE que apreciou as Demonstrações Financeiras da Jalles Machado S.A. relativas ao Exercício findo em 31/03/2024) a 11 de junho de 2025 (data da reunião ordinária do CAE que apreciou as Demonstrações Financeiras da Jalles Machado S.A. relativas ao Exercício findo em 31/03/2025), o Comitê de Auditoria Estatutário da Jalles Machado S.A., apesar de regimentalmente ter que se reunir no mínimo a cada dois meses, realizou 12 reuniões (As reuniões do Comitê de Auditoria Estatutário foram realizadas em 8 de abril de 2024, em 13 de junho de 2024, em 19 de junho de 2024 em 8 de agosto de 2024, em 13 de setembro de 2024 em 8 de outubro de 2024, em 8 de novembro de 2024, de 29 de janeiro de 2025, em 10 de fevereiro de 2025, em 11 de março de 2025,  em 23 de abril de 2025, e em 11 de junho de 2025) que contemplaram diversas pautas, em especial 5 (cinco) envolvendo os Auditores Independentes, sendo 3 (três) para apreciação das Demonstrações Financeiras Intermediárias (30/06/2024, 30/09/2024 e 31/12/2024), 2 (duas) sobre a Demonstração Financeira Anual do exercício passado encerrada em 31 de março de 2024 e na presente data para aprovação das Demonstrações Financeiras deste Exercício, findo em 31/03/2025. Nestas últimas citadas e em outras situações especiais, participando das reuniões do Conselho de Administração para apresentar as opiniões e recomendações do Comitê aos membros do Conselho de Administração. Também, de forma conjunta ou individual, representando o Comitê, e diversas outras reuniões envolvendo Conselheiros de Administração, Diretores Executivos, Auditores Independentes, Consultores, Advogados, Membros da Comissão de Integridade, Compliance, Auditores Internos, da Companhia e outros interlocutores. Dentre as atividades realizadas durante o exercício e assuntos discutidos, cabe destacar os seguintes aspectos:3.1)Acompanhamento do processo de elaboração e revisão das demonstrações financeiras, do Relatório da Administração e dos "Releases" de Resultados, mediante reuniões com a área contábil, com administradores e com os Auditores Independentes para discussão das informações trimestrais (ITR's) em 30/06/2024, 30/09/2024 e 31/12/2024 e das demonstrações financeiras individuais e consolidadas do exercício findo em 31 de março de 2025. Nesse sentido  realizou discussões e entendimento do andamento dos trabalhos de fechamento das demonstrações contábeis, trimestrais e anuais da Companhia e de suas controladas, em especial dos principais pontos de atenção destacados pelos auditores como os cálculos dos valores justos dos Ativos Biológico (IFRS /CPC 29), dos cálculos de Arrendamento (IFRS 16/CPC 06), e de Instrumentos Financeiros (IFRS 9/CPC 48), entre outros, com os colaboradores da Companhia, bem como com os auditores sobre o andamento da auditoria e sobre  o plano de auditoria. Nesse sentido, abordando os riscos, principais assuntos de auditoria e ao final sempre fomos informados que com base em sua revisão, não havia conhecimento de nenhum fato que os levaria a acreditar que as informações contábeis intermediárias individuais e consolidadas incluídas nas informações trimestrais elaboradas, em todos os aspectos relevantes, de acordo com o CPC 21(R1) e a IAS 34, aplicáveis à elaboração de Informações Trimestrais -ITR e das  estavam apresentadas de forma condizente com as normas expedidas pela Comiss
