CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-03-31;2.01.06.02;Outras Provisões;0.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-03-31;2.01.06.02;Outras Provisões;0.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-03-31;2.01.06.02.01;Provisões para Garantias;0.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-03-31;2.01.06.02.01;Provisões para Garantias;0.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-03-31;2.01.06.02.02;Provisões para Reestruturação;0.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-03-31;2.01.06.02.02;Provisões para Reestruturação;0.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-03-31;2.01.06.02.03;Provisões para Passivos Ambientais e de Desativação;0.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-03-31;2.01.06.02.03;Provisões para Passivos Ambientais e de Desativação;0.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-03-31;2.01.07;Passivos sobre Ativos Não-Correntes a Venda e Descontinuados;0.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-03-31;2.01.07;Passivos sobre Ativos Não-Correntes a Venda e Descontinuados;0.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-03-31;2.01.07.01;Passivos sobre Ativos Não-Correntes a Venda;0.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-03-31;2.01.07.01;Passivos sobre Ativos Não-Correntes a Venda;0.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-03-31;2.01.07.02;Passivos sobre Ativos de Operações Descontinuadas;0.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-03-31;2.01.07.02;Passivos sobre Ativos de Operações Descontinuadas;0.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-03-31;2.02;Passivo Não Circulante;3439299.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-03-31;2.02;Passivo Não Circulante;3477069.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-03-31;2.02.01;Empréstimos e Financiamentos;3193372.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-03-31;2.02.01;Empréstimos e Financiamentos;3232682.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-03-31;2.02.01.01;Empréstimos e Financiamentos;1141638.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-03-31;2.02.01.01;Empréstimos e Financiamentos;671336.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-03-31;2.02.01.01.01;Em Moeda Nacional;1083456.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-03-31;2.02.01.01.01;Em Moeda Nacional;632103.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-03-31;2.02.01.01.02;Em Moeda Estrangeira;58182.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-03-31;2.02.01.01.02;Em Moeda Estrangeira;39233.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-03-31;2.02.01.02;Debêntures;1190175.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-03-31;2.02.01.02;Debêntures;1670183.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-03-31;2.02.01.03;Financiamento por Arrendamento;861559.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-03-31;2.02.01.03;Financiamento por Arrendamento;891163.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-03-31;2.02.02;Outras Obrigações;93003.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-03-31;2.02.02;Outras Obrigações;225181.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-03-31;2.02.02.01;Passivos com Partes Relacionadas;0.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-03-31;2.02.02.01;Passivos com Partes Relacionadas;0.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-03-31;2.02.02.01.01;Débitos com Coligadas;0.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-03-31;2.02.02.01.01;Débitos com Coligadas;0.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-03-31;2.02.02.01.02;Débitos com Controladas;0.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-03-31;2.02.02.01.02;Débitos com Controladas;0.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-03-31;2.02.02.01.03;Débitos com Controladores;0.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-03-31;2.02.02.01.03;Débitos com Controladores;0.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-03-31;2.02.02.01.04;Débitos com Outras Partes Relacionadas;0.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2025-03-31;2.02.02.01.04;Débitos com Outras Partes Relacionadas;0.0000000000;S
02.635.522/0001-95;2025-03-31;1;JALLES MACHADO S.A.;025496;DF Individual - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2024-03-31;2.02.02.02;Outros;93003.0000000000;S
